Crime_ID,Crime_Type,City,Date_of_Occurrence,Time_of_Occurrence,Severity_Level,Latitude,Longitude,Reporting_Channel,Weather_Condition,Day_of_Week,Number_of_Witnesses,Injuries_Report,Arrests_Made,Suspect_Identified,Response_Time (minutes),Offender_Age_Group,Temperature (°C),Festival/Season,Victim_Occupation
82407ce7-84d2-4afd-a2e0-caa7b3a41fa4,Assault,Ahmedabad,2021-03-16,02:24:15,Medium,16.780575,85.339411,Police Station,Clear,Saturday,10,No,No,No,24,60+,23.0,Navratri,Others
16df1362-4751-4312-a01b-30226d1fbe65,Drug Possession,Jaipur,2021-12-09,18:19:31,Medium,15.356358,91.120336,Online,Stormy,Tuesday,4,Yes,No,Yes,25,26-40,38.0,Diwali,Unemployed
13910a72-65f0-43e2-99b1-2d61d0298195,Kidnapping,Chennai,2024-09-11,12:03:57,High,18.650558,89.789291,Police Station,Clear,Monday,1,Yes,Yes,Yes,10,41-60,27.0,Pongal,Unemployed
af746199-20c9-426d-84bc-43b17adce37e,Assault,Mumbai,2020-07-28,00:32:27,Low,8.178121,80.289949,Anonymous Tip,Stormy,Friday,3,Yes,Yes,Yes,42,41-60,16.0,Diwali,Teacher
787348f1-7594-4d0d-9753-57c17457fb9a,Domestic Violence,Delhi,2024-05-13,10:00:35,Medium,12.20872,72.147762,Helpline,Rainy,Friday,2,Yes,Yes,No,23,60+,42.0,Pongal,Teacher
7c01c270-ab79-4f15-b9a4-9aa3188fe9e4,Theft,Lucknow,2024-05-27,15:51:36,Low,22.436206,73.040163,Helpline,Rainy,Monday,4,No,Yes,No,37,26-40,17.0,Christmas,Unemployed
548e4eae-466f-4049-ad6a-d73f1dfa9c39,Theft,Mumbai,2020-07-22,21:33:47,Medium,33.982949,77.397765,Anonymous Tip,Clear,Monday,8,No,Yes,Yes,20,26-40,44.0,Christmas,Others
15f2ad5e-2855-4332-8ec1-d4a94f0e2ff2,Assault,Bengaluru,2022-09-25,17:01:54,Medium,25.85744,87.058107,Online,Cloudy,Saturday,5,Yes,No,Yes,18,60+,27.0,None,Others
58e2fba8-fa0e-4f12-a4b3-67da3e91d6d9,Domestic Violence,Mumbai,2024-10-25,16:32:19,Medium,18.384837,73.896599,Police Station,Stormy,Saturday,1,No,Yes,Yes,17,60+,24.0,Pongal,Student
0c83e9be-23ed-4942-8500-516473a1b1e1,Domestic Violence,Pune,2024-03-03,18:25:08,High,29.864247,79.727858,Online,Cloudy,Tuesday,5,Yes,Yes,Yes,31,18-25,18.0,Navratri,Unemployed
077d8ed8-7a84-41d8-992e-e681325c495c,Vandalism,Lucknow,2022-03-16,01:28:16,Medium,25.283673,69.856379,Anonymous Tip,Cloudy,Sunday,3,No,No,Yes,25,Juvenile,37.0,Eid,Teacher
c7133d91-31d5-44cf-bc88-43fa1b89ebac,Burglary,Jaipur,2025-01-02,06:47:23,Medium,31.888851,90.105976,Anonymous Tip,Rainy,Friday,10,No,Yes,No,43,26-40,15.0,Diwali,Doctor
a9f87ca1-c8e0-4085-963d-86de6c7ebb19,Drug Possession,Ahmedabad,2021-04-28,20:34:55,Low,34.989698,69.460832,Anonymous Tip,Stormy,Thursday,2,Yes,No,No,28,26-40,22.0,Eid,Student
18c284de-f818-4118-a98a-0c439b24cbe2,Murder,Kolkata,2023-12-06,13:18:15,Medium,28.121669,76.753366,Helpline,Rainy,Thursday,7,No,No,Yes,31,26-40,36.0,Navratri,Unemployed
e6699f4f-02d2-4a12-9260-eb91b2e3c7b9,Vandalism,Ahmedabad,2022-12-02,08:20:54,Low,27.911995,89.485759,Police Station,Cloudy,Tuesday,2,No,Yes,Yes,38,26-40,20.0,Pongal,Unemployed
e708e72d-4215-45cd-bba4-ea397cfa3c9e,Kidnapping,Mumbai,2023-06-09,07:19:56,Medium,10.526407,89.382451,Helpline,Clear,Tuesday,7,Yes,Yes,Yes,32,60+,43.0,Diwali,Teacher
d5bf17d0-7aa3-4c08-86ad-e2ee6f837037,Murder,Hyderabad,2020-05-06,00:20:52,Medium,34.842912,69.213962,Police Station,Rainy,Friday,10,No,Yes,No,20,Juvenile,15.0,Eid,Doctor
485934db-26cb-427a-bc69-1b47e441991e,Drug Possession,Chennai,2023-08-26,20:24:03,High,31.457464,69.093626,Anonymous Tip,Stormy,Friday,8,Yes,Yes,No,30,60+,38.0,Christmas,Unemployed
09be45e0-7159-4924-ab19-9d902050f239,Theft,Pune,2024-03-18,07:25:19,Medium,28.742097,81.547796,Anonymous Tip,Cloudy,Wednesday,4,Yes,No,No,11,Juvenile,37.0,Navratri,Others
484282bf-4b31-4981-8b99-9da4d7826e98,Drug Possession,Jaipur,2022-02-14,12:06:34,Low,27.243958,90.489465,Anonymous Tip,Cloudy,Thursday,6,No,Yes,Yes,22,26-40,18.0,Holi,Business
f63bc211-f6fd-427d-bdb5-b090549b789a,Assault,Kolkata,2021-06-14,03:20:22,Medium,9.924051,84.07697,Helpline,Rainy,Monday,9,Yes,Yes,Yes,18,26-40,20.0,Holi,Doctor
2ff6c1ee-7043-4024-a797-e863e441d9fe,Vandalism,Delhi,2020-11-02,20:02:33,High,9.669072,96.980355,Helpline,Rainy,Monday,8,No,No,Yes,42,60+,15.0,Navratri,Engineer
75ce02d2-18e3-49eb-8ceb-e6c864271a20,Fraud,Jaipur,2024-12-12,07:05:29,High,10.444615,73.039482,Anonymous Tip,Stormy,Sunday,7,No,No,Yes,42,Juvenile,19.0,Christmas,Teacher
a84153d2-b6b9-4c4a-8b9c-28dc2c3eea56,Domestic Violence,Lucknow,2024-06-13,22:10:10,High,15.806348,74.022476,Anonymous Tip,Clear,Thursday,8,No,No,No,21,Juvenile,17.0,Holi,Business
b1ddcf44-de88-4a8a-86ce-a753527c292c,Fraud,Kolkata,2025-01-02,10:00:13,Low,15.901442,84.00878,Online,Rainy,Thursday,5,No,Yes,No,12,41-60,34.0,Holi,Doctor
11a15d32-c95b-4962-bb99-11fd45f1ae99,Burglary,Kolkata,2021-11-27,17:16:49,High,29.56648,72.513707,Anonymous Tip,Stormy,Thursday,5,No,No,Yes,8,60+,24.0,Diwali,Doctor
a0f0ca6d-e161-4dce-90e2-558fe36eab64,Cybercrime,Lucknow,2022-04-25,11:41:06,Low,9.942729,85.758212,Police Station,Stormy,Monday,5,Yes,Yes,Yes,20,18-25,29.0,Diwali,Unemployed
94925a39-cb5c-49f7-8102-1780eaa8c58a,Drug Possession,Mumbai,2022-11-16,00:42:43,Low,31.125021,70.98795,Police Station,Cloudy,Sunday,8,No,No,No,30,Juvenile,43.0,Diwali,Doctor
a875c636-2d12-4999-93d8-b6df319373b4,Domestic Violence,Lucknow,2023-06-16,05:01:14,Medium,19.286901,79.396819,Anonymous Tip,Stormy,Monday,1,No,No,Yes,25,26-40,18.0,Diwali,Business
90a31c21-3228-477d-afbb-f19b6008fe30,Theft,Ahmedabad,2021-01-05,14:38:26,Medium,13.135744,87.140441,Online,Clear,Tuesday,8,No,No,Yes,38,26-40,44.0,Diwali,Others
8fe7913e-81c1-4813-8bc7-db5a99d7f9f3,Domestic Violence,Jaipur,2021-02-26,18:55:26,Medium,28.114543,89.132673,Online,Rainy,Friday,9,No,Yes,Yes,31,18-25,26.0,Holi,Doctor
81d3cfd9-d996-47cd-a60c-ec07b98b6c74,Cybercrime,Bengaluru,2021-04-26,17:37:43,Medium,29.173616,89.882227,Police Station,Cloudy,Saturday,2,No,No,Yes,33,Juvenile,22.0,Holi,Engineer
36b74bae-831e-4a1a-982e-75f167312ef2,Drug Possession,Jaipur,2022-10-25,18:23:53,Low,9.612852,79.329564,Anonymous Tip,Stormy,Wednesday,5,Yes,Yes,No,44,26-40,31.0,None,Unemployed
32561025-f818-486c-b791-60baa0e75ace,Murder,Bengaluru,2021-12-17,18:30:03,Medium,33.68236,90.028514,Police Station,Rainy,Wednesday,4,No,No,Yes,37,41-60,25.0,Christmas,Others
4cab3558-3a20-430b-ae72-691ecf012bb3,Drug Possession,Chennai,2023-08-07,17:10:54,High,22.340166,73.47643,Police Station,Rainy,Sunday,4,No,Yes,No,23,60+,20.0,Pongal,Engineer
bde59186-9b33-497e-ae95-c4c8852531bb,Vandalism,Ahmedabad,2024-12-12,18:17:24,Low,13.186435,93.550643,Police Station,Cloudy,Saturday,8,No,Yes,Yes,29,60+,24.0,Navratri,Student
9cf0a8a7-757b-4a57-965e-5a3d0f4450c3,Cybercrime,Bengaluru,2021-12-03,21:44:29,High,13.541625,78.589261,Anonymous Tip,Stormy,Friday,4,Yes,No,Yes,28,Juvenile,42.0,Navratri,Doctor
aa4f1498-326d-496e-8781-a37e994d862c,Cybercrime,Kolkata,2022-04-28,19:26:01,Medium,17.612114,93.104335,Helpline,Cloudy,Sunday,8,No,Yes,No,33,Juvenile,33.0,None,Engineer
39a9aadc-c8c5-4aa8-84ea-db326d38e89b,Drug Possession,Mumbai,2021-02-21,00:40:54,High,19.145534,95.652588,Helpline,Rainy,Monday,8,Yes,No,Yes,19,18-25,24.0,Christmas,Student
94797f7a-c8fa-4002-a534-34a926a608f7,Domestic Violence,Mumbai,2022-02-17,05:36:40,High,8.87244,91.282745,Police Station,Clear,Saturday,7,No,Yes,No,36,18-25,17.0,Pongal,Others
282baaa5-d2b0-45b2-a218-2c53f6503aa3,Fraud,Chennai,2023-10-14,13:03:38,Low,9.500188,73.771484,Police Station,Rainy,Thursday,9,Yes,Yes,No,27,26-40,18.0,Navratri,Teacher
0011f4d7-ec35-47a9-98c3-db8e80ab6e14,Cybercrime,Hyderabad,2021-07-25,23:39:58,High,35.864012,93.482008,Online,Clear,Tuesday,5,No,No,No,30,Juvenile,18.0,Christmas,Student
eda64850-f1da-4196-9db8-068c526e443b,Assault,Ahmedabad,2021-09-27,10:48:57,Low,26.293106,68.473917,Anonymous Tip,Clear,Saturday,5,No,Yes,No,24,26-40,34.0,None,Doctor
56688828-6a7a-44d1-80e5-38dcce8d29c3,Cybercrime,Chennai,2024-07-30,15:01:54,Low,33.535375,77.743483,Helpline,Rainy,Friday,4,Yes,No,No,25,60+,28.0,Diwali,Student
5ce86698-f4c4-4333-9007-2c7990814ad4,Domestic Violence,Pune,2024-11-18,04:52:48,Medium,22.089008,76.761679,Police Station,Clear,Saturday,5,Yes,Yes,No,21,Juvenile,35.0,Eid,Others
30417a17-9f84-4bc6-bed7-fdd6db28a45f,Murder,Chennai,2024-01-06,01:22:17,High,9.151067,68.059276,Anonymous Tip,Rainy,Tuesday,5,Yes,No,Yes,41,Juvenile,44.0,Diwali,Student
89dab8d5-8cf9-4818-80d0-87d5b90dfafb,Vandalism,Mumbai,2021-03-28,19:57:21,Medium,22.246635,90.122797,Online,Cloudy,Wednesday,2,Yes,No,No,9,Juvenile,36.0,Holi,Others
a831cee6-e655-472c-8de7-94a5cc9de084,Drug Possession,Jaipur,2023-01-10,03:34:21,Low,25.541501,84.604885,Police Station,Cloudy,Tuesday,9,No,No,No,41,Juvenile,37.0,Holi,Unemployed
61ac17d0-4e33-4a9b-a7bf-89b2c98b7c7a,Cybercrime,Pune,2020-07-13,08:43:44,High,36.045307,88.89086,Police Station,Stormy,Friday,8,Yes,No,No,11,41-60,15.0,Pongal,Doctor
7911381c-d9c4-4d39-920a-98f3b00e68f6,Kidnapping,Kolkata,2024-12-06,02:39:01,High,14.934933,72.991419,Helpline,Clear,Saturday,9,No,Yes,Yes,16,41-60,41.0,Christmas,Unemployed
77c93b0e-b3cb-46d9-bcf4-5e0980d6f410,Fraud,Jaipur,2020-06-01,23:10:30,Low,10.546953,96.828051,Anonymous Tip,Clear,Thursday,4,No,Yes,Yes,26,41-60,18.0,None,Student
10b86c20-fb59-4232-a75f-d9910047a402,Kidnapping,Jaipur,2021-06-20,00:50:44,High,8.073168,73.957275,Online,Stormy,Sunday,7,No,Yes,No,41,26-40,23.0,Eid,Teacher
f16974e7-0b16-4793-8468-17806f65d0cc,Cybercrime,Chennai,2021-09-24,04:31:02,Low,24.752868,96.447503,Police Station,Clear,Thursday,6,No,No,Yes,32,26-40,19.0,Diwali,Business
484790cd-66cf-45f7-8626-51a712c7b21f,Assault,Kolkata,2022-09-24,17:52:45,High,9.909121,77.11161,Helpline,Rainy,Saturday,1,Yes,Yes,Yes,20,26-40,21.0,Holi,Engineer
9591bd49-9572-4c23-9d3a-ffeb24f2c6b5,Domestic Violence,Bengaluru,2020-12-20,11:25:21,Medium,36.548196,87.393952,Anonymous Tip,Cloudy,Wednesday,4,No,No,No,17,60+,17.0,Eid,Teacher
07896756-1fd8-4525-a778-a245b2144b20,Domestic Violence,Hyderabad,2023-04-15,05:47:56,Low,22.412278,76.105957,Online,Clear,Friday,9,Yes,No,No,31,60+,16.0,Eid,Teacher
31754b08-2d1a-45bd-b8d2-d767496691c0,Fraud,Mumbai,2024-06-19,19:22:23,Medium,36.444582,86.974087,Police Station,Rainy,Wednesday,2,No,No,Yes,28,41-60,28.0,Christmas,Student
df4e77de-fd4d-4956-9541-0486661d2475,Vandalism,Ahmedabad,2021-08-10,04:45:25,High,35.751283,73.362919,Anonymous Tip,Cloudy,Sunday,8,No,Yes,No,27,18-25,27.0,Diwali,Engineer
5b5a7948-5306-4b19-94be-ddd053ed632e,Vandalism,Pune,2022-03-20,16:02:13,Medium,34.13363,71.092587,Police Station,Cloudy,Tuesday,5,No,No,No,11,Juvenile,39.0,Pongal,Engineer
196f2050-73c7-442b-9d85-70a70308de28,Vandalism,Ahmedabad,2021-07-08,12:32:49,Medium,28.869096,81.716009,Anonymous Tip,Rainy,Monday,4,Yes,Yes,Yes,18,41-60,17.0,Pongal,Engineer
6fe3438f-efe5-4cb8-aa96-61a757983693,Murder,Pune,2022-04-19,16:45:06,High,10.416408,70.620137,Anonymous Tip,Cloudy,Wednesday,7,No,Yes,Yes,22,41-60,29.0,Navratri,Teacher
ec2036ae-1139-4a18-9bec-0632bef17d9a,Fraud,Delhi,2023-03-28,02:33:15,High,12.210268,71.996241,Anonymous Tip,Rainy,Monday,8,Yes,No,No,15,41-60,16.0,Holi,Others
b1e0ce37-5128-45a1-8111-297ecfc4dd9c,Vandalism,Bengaluru,2024-06-30,02:16:11,Medium,23.604889,77.015209,Anonymous Tip,Clear,Saturday,9,No,No,No,23,41-60,15.0,Eid,Others
8d22c086-c66c-4c77-a525-6c9f1ccaed27,Theft,Jaipur,2023-06-18,10:09:03,Low,36.97892,90.852722,Anonymous Tip,Rainy,Saturday,8,Yes,Yes,No,22,60+,38.0,Pongal,Others
ba197d6d-6f6e-4058-b05c-ae93771932a7,Murder,Mumbai,2022-02-05,08:17:21,High,31.245632,89.665972,Anonymous Tip,Stormy,Thursday,8,Yes,Yes,Yes,16,41-60,25.0,Pongal,Business
d53c4bc0-fdc1-4997-937b-f2325b382533,Cybercrime,Lucknow,2020-10-24,20:42:20,Low,12.985577,92.183591,Anonymous Tip,Stormy,Tuesday,8,No,Yes,Yes,16,Juvenile,41.0,Holi,Others
2d1c6b29-4461-4a3e-bb47-b01304fbcfbc,Vandalism,Mumbai,2022-04-07,15:51:46,Low,34.282115,78.98761,Helpline,Clear,Tuesday,1,No,Yes,Yes,32,Juvenile,40.0,Christmas,Teacher
deffd020-d8e4-423c-8ae0-644463df49bb,Kidnapping,Mumbai,2023-09-22,08:58:02,Low,9.018498,92.93231,Helpline,Cloudy,Wednesday,2,Yes,Yes,No,42,Juvenile,33.0,Eid,Unemployed
72a9f3e4-1ef2-4bee-9344-348adf5da3dd,Assault,Hyderabad,2020-08-02,15:50:41,Medium,12.589587,68.981987,Anonymous Tip,Rainy,Monday,2,Yes,No,No,13,18-25,43.0,None,Unemployed
10f80358-c5c9-4b8d-b3f8-22012f42c13b,Burglary,Pune,2024-10-31,11:02:18,Medium,33.809821,94.620648,Online,Stormy,Thursday,5,Yes,Yes,No,38,26-40,38.0,Diwali,Others
76526bcf-3156-42fc-8a2b-3b6f472794f1,Murder,Kolkata,2024-02-21,11:42:55,High,8.799265,71.142053,Anonymous Tip,Stormy,Thursday,4,Yes,No,No,41,41-60,36.0,Diwali,Others
9d5b45f3-813f-4a1c-89ba-eb500a01d19b,Domestic Violence,Delhi,2021-11-02,01:01:41,High,28.044834,91.021322,Police Station,Stormy,Thursday,6,Yes,Yes,No,19,Juvenile,36.0,Eid,Engineer
e279d6b0-a4ee-4308-abb9-b06cb2dd669a,Vandalism,Kolkata,2024-09-28,13:32:59,Medium,33.446783,96.338808,Online,Clear,Sunday,2,No,No,No,36,26-40,39.0,Navratri,Teacher
838a248f-00a7-4cdf-b45c-77b573293278,Kidnapping,Jaipur,2021-04-02,03:18:02,Low,23.303625,73.027009,Online,Cloudy,Saturday,4,No,No,Yes,41,41-60,31.0,Christmas,Doctor
60c4cd8e-70ae-459a-891b-bb2f5a3efdf6,Drug Possession,Lucknow,2024-06-04,13:39:19,Medium,25.399907,76.282952,Police Station,Cloudy,Monday,5,Yes,Yes,Yes,29,41-60,40.0,Pongal,Doctor
aa0a12d0-59d0-4cdb-bc64-b86c42478ba3,Burglary,Bengaluru,2022-10-03,06:17:53,Medium,8.359001,72.518233,Helpline,Stormy,Sunday,4,Yes,Yes,No,36,60+,34.0,Christmas,Teacher
375cb65c-eb05-4043-b43f-bfa82e20e562,Vandalism,Delhi,2021-11-22,22:06:10,Medium,22.921978,76.888747,Police Station,Rainy,Tuesday,10,Yes,No,No,23,Juvenile,30.0,Christmas,Business
32d9c5d6-c2cc-4b92-9c82-ffe77c25cb9b,Theft,Pune,2023-09-05,20:57:54,Medium,11.040233,77.514911,Helpline,Rainy,Thursday,4,No,No,Yes,37,Juvenile,43.0,Navratri,Teacher
377720a4-ce71-4f5c-853f-8d70a5eb39a0,Fraud,Mumbai,2021-12-12,21:57:21,Low,19.542533,73.935872,Anonymous Tip,Rainy,Monday,8,No,No,No,5,60+,18.0,Pongal,Teacher
34f10fea-2793-4cd9-b5c3-40b8f7b0663b,Murder,Bengaluru,2023-03-04,01:06:01,Medium,12.46592,92.673086,Police Station,Clear,Friday,5,No,Yes,Yes,42,18-25,24.0,None,Business
ff40fcbe-52f2-4a62-bdca-d149be705e2f,Drug Possession,Kolkata,2021-12-08,11:18:35,High,11.007206,79.443524,Anonymous Tip,Rainy,Saturday,0,Yes,No,Yes,15,26-40,38.0,Navratri,Business
b90dabd0-1f7d-4909-8f1f-262a975398cc,Burglary,Jaipur,2024-01-07,07:15:43,Medium,19.009741,80.439659,Police Station,Clear,Friday,5,No,No,No,12,Juvenile,32.0,Holi,
d29dbf19-7f0e-4658-9738-8b3e3b0555b1,Cybercrime,Bengaluru,2022-10-04,08:43:50,Medium,9.116552,80.568517,Police Station,Rainy,Friday,3,Yes,Yes,Yes,40,26-40,24.0,Holi,Engineer
bb5ebfc8-8c79-4829-ab52-2178d7dadcbc,Vandalism,Jaipur,2020-12-03,20:48:28,Low,28.959499,81.314521,Anonymous Tip,Rainy,Thursday,8,Yes,No,No,26,41-60,19.0,Pongal,Doctor
5eda39fa-aa1d-4d8f-b547-79bac0b9798d,Kidnapping,Mumbai,2024-09-19,20:47:53,Medium,34.726361,92.527094,Anonymous Tip,Clear,Sunday,4,Yes,Yes,Yes,5,60+,25.0,Christmas,Others
2b3828b7-51f3-4c3f-92f5-45873bcfd65d,Theft,Chennai,2022-01-28,11:54:30,Medium,25.518973,88.828051,Anonymous Tip,Rainy,Wednesday,7,Yes,No,No,24,41-60,35.0,Pongal,Engineer
5ca6d35e-0bd5-4098-815c-857d13ec4e59,Domestic Violence,Bengaluru,2020-07-23,12:12:04,Low,25.148418,70.78057,Helpline,Rainy,Tuesday,4,Yes,No,Yes,18,Juvenile,20.0,Holi,Doctor
a8cca73a-b86f-4f45-b669-08dae441441b,Vandalism,Pune,2023-09-22,05:33:40,Medium,24.852636,73.655404,Online,Rainy,Tuesday,8,Yes,No,Yes,35,41-60,41.0,Christmas,Engineer
23cde6ef-e62c-4fbf-838d-1d4b6051bf76,Drug Possession,Delhi,2024-09-17,20:34:20,Medium,10.283578,95.000278,Anonymous Tip,Rainy,Friday,3,Yes,Yes,No,22,Juvenile,34.0,Navratri,Teacher
02eb0ea2-bbc3-4ff8-9201-0d0880fb98c6,Cybercrime,Lucknow,2024-12-26,12:21:34,Medium,20.038289,77.114373,Anonymous Tip,Rainy,Monday,7,Yes,Yes,Yes,39,18-25,22.0,Navratri,Teacher
c6189f5f-f094-4a50-95a0-a17abfd470b8,Assault,Jaipur,2023-05-04,12:31:42,Low,19.931,75.927135,Police Station,Rainy,Saturday,4,No,Yes,No,33,Juvenile,23.0,Pongal,Engineer
abd1a8cc-3fe8-40a0-b5a5-0b1cb735601e,Kidnapping,Delhi,2024-02-23,05:00:20,High,29.497366,68.04758,Police Station,Cloudy,Tuesday,2,No,Yes,No,12,26-40,25.0,Navratri,Teacher
58a9fce2-711f-4c0c-877d-e092dabd7b50,Burglary,Kolkata,2022-02-27,10:51:41,Low,23.983621,74.980453,Online,Rainy,Tuesday,8,No,Yes,Yes,8,41-60,21.0,Holi,Business
6f8f0758-d1b9-47ac-a59b-229a41021185,Domestic Violence,Bengaluru,2022-03-03,04:02:49,High,9.182749,71.80145,Online,Stormy,Friday,2,Yes,Yes,No,41,18-25,25.0,Holi,Doctor
677e6f01-dfc5-4b3d-a01e-86de3dfee0a4,Domestic Violence,Pune,2023-09-21,07:43:55,Medium,16.595428,90.189518,Online,Rainy,Tuesday,10,No,Yes,Yes,13,41-60,20.0,Holi,Unemployed
ae98a0a7-065d-46d0-9232-5b922c6356ee,Fraud,Ahmedabad,2020-07-24,14:42:25,High,31.829872,94.946501,Helpline,Cloudy,Monday,0,No,Yes,Yes,22,26-40,39.0,Holi,Unemployed
f3dbe4bb-9f4d-4986-af12-623088a53a7c,Cybercrime,Mumbai,2023-06-19,00:39:05,High,9.350762,87.203989,Helpline,Clear,Monday,0,Yes,Yes,No,36,Juvenile,17.0,Eid,Doctor
